,season,Var.4,Visitor/Neutral,PTS,Home/Neutral,PTS.1,playoffs
55287,2013,Box Score,Milwaukee Bucks,103,Orlando Magic,113,0
55288,2013,Box Score,Atlanta Hawks,124,Philadelphia 76ers,101,0
55289,2013,Box Score,Los Angeles Lakers,113,Portland Trail Blazers,106,0
55290,2013,Box Score,New Orleans Hornets,110,Sacramento Kings,121,0
55291,2013,Box Score,Miami Heat,103,Washington Wizards,98,0
55292,2013,Box Score,New York Knicks,111,Chicago Bulls,118,0
55293,2013,Box Score,Oklahoma City Thunder,116,Golden State Warriors,97,0
55294,2013,Box Score,Milwaukee Bucks,104,Atlanta Hawks,109,0
55295,2013,Box Score,New York Knicks,101,Cleveland Cavaliers,91,0
55296,2013,Box Score,Denver Nuggets,105,Dallas Mavericks,108,0
55297,2013,Box Score,Charlotte Bobcats,93,Detroit Pistons,113,0
55298,2013,Box Score,Memphis Grizzlies,82,Houston Rockets,78,0
55299,2013,Box Score,Brooklyn Nets,117,Indiana Pacers,109,0
55300,2013,Box Score,Golden State Warriors,116,Los Angeles Lakers,118,0
55301,2013,Box Score,Boston Celtics,101,Miami Heat,109,0
55302,2013,Box Score,Los Angeles Clippers,96,New Orleans Hornets,93,0
55303,2013,Box Score,Oklahoma City Thunder,106,Portland Trail Blazers,90,0
55304,2013,Box Score,Sacramento Kings,101,San Antonio Spurs,108,0
55305,2013,Box Score,Chicago Bulls,88,Toronto Raptors,97,0
55306,2013,Box Score,Minnesota Timberwolves,100,Utah Jazz,107,0
55307,2013,Box Score,Philadelphia 76ers,97,Washington Wizards,86,0
55308,2013,Box Score,Milwaukee Bucks,85,Charlotte Bobcats,95,0
55309,2013,Box Score,Los Angeles Clippers,91,Memphis Grizzlies,87,0
55310,2013,Box Score,Phoenix Suns,93,Minnesota Timberwolves,105,0
55311,2013,Box Score,Boston Celtics,120,Orlando Magic,88,0
55312,2013,Box Score,Portland Trail Blazers,109,Denver Nuggets,118,0
55313,2013,Box Score,Sacramento Kings,100,Houston Rockets,121,0
55314,2013,Box Score,San Antonio Spurs,86,Los Angeles Lakers,91,0
55315,2013,Box Score,Chicago Bulls,93,Miami Heat,105,0
55316,2013,Box Score,Dallas Mavericks,107,New Orleans Hornets,89,0
55317,2013,Box Score,Indiana Pacers,80,New York Knicks,90,0
55318,2013,Box Score,Cleveland Cavaliers,77,Philadelphia 76ers,91,0
55319,2013,Box Score,Brooklyn Nets,87,Toronto Raptors,93,0
55320,2013,Box Score,Washington Wizards,101,Brooklyn Nets,106,0
55321,2013,Box Score,New York Knicks,95,Charlotte Bobcats,106,0
55322,2013,Box Score,Miami Heat,96,Cleveland Cavaliers,95,0
55323,2013,Box Score,Memphis Grizzlies,103,Dallas Mavericks,97,0
55324,2013,Box Score,Philadelphia 76ers,101,Detroit Pistons,109,0
55325,2013,Box Score,San Antonio Spurs,106,Golden State Warriors,116,0
55326,2013,Box Score,Denver Nuggets,112,Milwaukee Bucks,111,0
55327,2013,Box Score,Utah Jazz,96,Minnesota Timberwolves,80,0
55328,2013,Box Score,Sacramento Kings,95,Oklahoma City Thunder,104,0
55329,2013,Box Score,Chicago Bulls,102,Orlando Magic,84,0
55330,2013,Box Score,Houston Rockets,112,Phoenix Suns,119,0
55331,2013,Box Score,Toronto Raptors,113,Atlanta Hawks,96,0
55332,2013,Box Score,Portland Trail Blazers,77,Los Angeles Clippers,93,0
55333,2013,Box Score,Detroit Pistons,99,Brooklyn Nets,103,0
55334,2013,Box Score,Cleveland Cavaliers,98,Charlotte Bobcats,105,0
55335,2013,Box Score,Washington Wizards,92,Chicago Bulls,95,0
55336,2013,Box Score,New Orleans Hornets,87,Dallas Mavericks,99,0
55337,2013,Box Score,Phoenix Suns,98,Denver Nuggets,118,0
55338,2013,Box Score,Philadelphia 76ers,105,Indiana Pacers,95,0
55339,2013,Box Score,Houston Rockets,95,Los Angeles Lakers,99,0
55340,2013,Box Score,Utah Jazz,70,Memphis Grizzlies,86,0
55341,2013,Box Score,Orlando Magic,93,Miami Heat,105,0
55342,2013,Box Score,Atlanta Hawks,92,New York Knicks,98,0
55343,2013,Box Score,Milwaukee Bucks,95,Oklahoma City Thunder,89,0
55344,2013,Box Score,Golden State Warriors,99,Portland Trail Blazers,88,0
55345,2013,Box Score,Los Angeles Clippers,112,Sacramento Kings,108,0
55346,2013,Box Score,Minnesota Timberwolves,108,San Antonio Spurs,95,0
55347,2013,Box Score,Boston Celtics,90,Toronto Raptors,114,0
55348,2013,Box Score,Chicago Bulls,89,Brooklyn Nets,106,1
55349,2013,Box Score,Golden State Warriors,95,Denver Nuggets,97,1
55350,2013,Box Score,Memphis Grizzlies,91,Los Angeles Clippers,112,1
55351,2013,Box Score,Boston Celtics,78,New York Knicks,85,1
55352,2013,Box Score,Atlanta Hawks,90,Indiana Pacers,107,1
55353,2013,Box Score,Milwaukee Bucks,87,Miami Heat,110,1
55354,2013,Box Score,Houston Rockets,91,Oklahoma City Thunder,120,1
55355,2013,Box Score,Los Angeles Lakers,79,San Antonio Spurs,91,1
55356,2013,Box Score,Chicago Bulls,90,Brooklyn Nets,82,1
55357,2013,Box Score,Memphis Grizzlies,91,Los Angeles Clippers,93,1
55358,2013,Box Score,Golden State Warriors,131,Denver Nuggets,117,1
55359,2013,Box Score,Milwaukee Bucks,86,Miami Heat,98,1
55360,2013,Box Score,Boston Celtics,71,New York Knicks,87,1
55361,2013,Box Score,Atlanta Hawks,98,Indiana Pacers,113,1
55362,2013,Box Score,Houston Rockets,102,Oklahoma City Thunder,105,1
55363,2013,Box Score,Los Angeles Lakers,91,San Antonio Spurs,102,1
55364,2013,Box Score,Brooklyn Nets,76,Chicago Bulls,79,1
55365,2013,Box Score,Los Angeles Clippers,82,Memphis Grizzlies,94,1
55366,2013,Box Score,Miami Heat,104,Milwaukee Bucks,91,1
55367,2013,Box Score,New York Knicks,90,Boston Celtics,76,1
55368,2013,Box Score,Denver Nuggets,108,Golden State Warriors,110,1
55369,2013,Box Score,San Antonio Spurs,120,Los Angeles Lakers,89,1
55370,2013,Box Score,Indiana Pacers,69,Atlanta Hawks,90,1
55371,2013,Box Score,Brooklyn Nets,134,Chicago Bulls,142,1
55372,2013,Box Score,Oklahoma City Thunder,104,Houston Rockets,101,1
55373,2013,Box Score,Los Angeles Clippers,83,Memphis Grizzlies,104,1
55374,2013,Box Score,New York Knicks,90,Boston Celtics,97,1
55375,2013,Box Score,Denver Nuggets,101,Golden State Warriors,115,1
55376,2013,Box Score,San Antonio Spurs,103,Los Angeles Lakers,82,1
55377,2013,Box Score,Miami Heat,88,Milwaukee Bucks,77,1
55378,2013,Box Score,Indiana Pacers,91,Atlanta Hawks,102,1
55379,2013,Box Score,Chicago Bulls,91,Brooklyn Nets,110,1
55380,2013,Box Score,Oklahoma City Thunder,103,Houston Rockets,105,1
55381,2013,Box Score,Golden State Warriors,100,Denver Nuggets,107,1
55382,2013,Box Score,Memphis Grizzlies,103,Los Angeles Clippers,93,1
55383,2013,Box Score,Atlanta Hawks,83,Indiana Pacers,106,1
55384,2013,Box Score,Boston Celtics,92,New York Knicks,86,1
55385,2013,Box Score,Houston Rockets,107,Oklahoma City Thunder,100,1
55386,2013,Box Score,Brooklyn Nets,95,Chicago Bulls,92,1
55387,2013,Box Score,Denver Nuggets,88,Golden State Warriors,92,1
55388,2013,Box Score,Indiana Pacers,81,Atlanta Hawks,73,1
55389,2013,Box Score,New York Knicks,88,Boston Celtics,80,1
55390,2013,Box Score,Oklahoma City Thunder,103,Houston Rockets,94,1
55391,2013,Box Score,Los Angeles Clippers,105,Memphis Grizzlies,118,1
55392,2013,Box Score,Chicago Bulls,99,Brooklyn Nets,93,1
55393,2013,Box Score,Indiana Pacers,102,New York Knicks,95,1
55394,2013,Box Score,Memphis Grizzlies,91,Oklahoma City Thunder,93,1
55395,2013,Box Score,Chicago Bulls,93,Miami Heat,86,1
55396,2013,Box Score,Golden State Warriors,127,San Antonio Spurs,129,1
55397,2013,Box Score,Indiana Pacers,79,New York Knicks,105,1
55398,2013,Box Score,Memphis Grizzlies,99,Oklahoma City Thunder,93,1
55399,2013,Box Score,Chicago Bulls,78,Miami Heat,115,1
55400,2013,Box Score,Golden State Warriors,100,San Antonio Spurs,91,1
55401,2013,Box Score,Miami Heat,104,Chicago Bulls,94,1
55402,2013,Box Score,San Antonio Spurs,102,Golden State Warriors,92,1
55403,2013,Box Score,New York Knicks,71,Indiana Pacers,82,1
55404,2013,Box Score,Oklahoma City Thunder,81,Memphis Grizzlies,87,1
55405,2013,Box Score,San Antonio Spurs,87,Golden State Warriors,97,1
55406,2013,Box Score,Miami Heat,88,Chicago Bulls,65,1
55407,2013,Box Score,Oklahoma City Thunder,97,Memphis Grizzlies,103,1
55408,2013,Box Score,New York Knicks,82,Indiana Pacers,93,1
55409,2013,Box Score,Golden State Warriors,91,San Antonio Spurs,109,1
55410,2013,Box Score,Chicago Bulls,91,Miami Heat,94,1
55411,2013,Box Score,Memphis Grizzlies,88,Oklahoma City Thunder,84,1
55412,2013,Box Score,San Antonio Spurs,94,Golden State Warriors,82,1
55413,2013,Box Score,Indiana Pacers,75,New York Knicks,85,1
55414,2013,Box Score,New York Knicks,99,Indiana Pacers,106,1
55415,2013,Box Score,Memphis Grizzlies,83,San Antonio Spurs,105,1
55416,2013,Box Score,Memphis Grizzlies,89,San Antonio Spurs,93,1
55417,2013,Box Score,Indiana Pacers,102,Miami Heat,103,1
55418,2013,Box Score,Indiana Pacers,97,Miami Heat,93,1
55419,2013,Box Score,San Antonio Spurs,104,Memphis Grizzlies,93,1
55420,2013,Box Score,Miami Heat,114,Indiana Pacers,96,1
55421,2013,Box Score,San Antonio Spurs,93,Memphis Grizzlies,86,1
55422,2013,Box Score,Miami Heat,92,Indiana Pacers,99,1
55423,2013,Box Score,Indiana Pacers,79,Miami Heat,90,1
55424,2013,Box Score,Miami Heat,77,Indiana Pacers,91,1
55425,2013,Box Score,Indiana Pacers,76,Miami Heat,99,1
55426,2013,Box Score,San Antonio Spurs,92,Miami Heat,88,1
55427,2013,Box Score,San Antonio Spurs,84,Miami Heat,103,1
55428,2013,Box Score,Miami Heat,77,San Antonio Spurs,113,1
55429,2013,Box Score,Miami Heat,109,San Antonio Spurs,93,1
55430,2013,Box Score,Miami Heat,104,San Antonio Spurs,114,1
55431,2013,Box Score,San Antonio Spurs,100,Miami Heat,103,1
55432,2013,Box Score,San Antonio Spurs,88,Miami Heat,95,1
55433,2014,Box Score,Orlando Magic,87,Indiana Pacers,97,0
55434,2014,Box Score,Los Angeles Clippers,103,Los Angeles Lakers,116,0
55435,2014,Box Score,Chicago Bulls,95,Miami Heat,107,0
55436,2014,Box Score,Brooklyn Nets,94,Cleveland Cavaliers,98,0
55437,2014,Box Score,Atlanta Hawks,109,Dallas Mavericks,118,0
55438,2014,Box Score,Washington Wizards,102,Detroit Pistons,113,0
55439,2014,Box Score,Los Angeles Lakers,94,Golden State Warriors,125,0
55440,2014,Box Score,Charlotte Bobcats,83,Houston Rockets,96,0
55441,2014,Box Score,Orlando Magic,115,Minnesota Timberwolves,120,0
55442,2014,Box Score,Indiana Pacers,95,New Orleans Pelicans,90,0
55443,2014,Box Score,Milwaukee Bucks,83,New York Knicks,90,0
55444,2014,Box Score,Miami Heat,110,Philadelphia 76ers,114,0
55445,2014,Box Score,Portland Trail Blazers,91,Phoenix Suns,104,0
55446,2014,Box Score,Denver Nuggets,88,Sacramento Kings,90,0
55447,2014,Box Score,Memphis Grizzlies,94,San Antonio Spurs,101,0
55448,2014,Box Score,Boston Celtics,87,Toronto Raptors,93,0
55449,2014,Box Score,Oklahoma City Thunder,101,Utah Jazz,98,0
55450,2014,Box Score,New York Knicks,81,Chicago Bulls,82,0
55451,2014,Box Score,Golden State Warriors,115,Los Angeles Clippers,126,0
55452,2014,Box Score,Toronto Raptors,95,Atlanta Hawks,102,0
55453,2014,Box Score,Milwaukee Bucks,105,Boston Celtics,98,0
55454,2014,Box Score,Miami Heat,100,Brooklyn Nets,101,0
55455,2014,Box Score,Cleveland Cavaliers,84,Charlotte Bobcats,90,0
55456,2014,Box Score,Portland Trail Blazers,113,Denver Nuggets,98,0
55457,2014,Box Score,Dallas Mavericks,105,Houston Rockets,113,0
55458,2014,Box Score,San Antonio Spurs,91,Los Angeles Lakers,85,0
55459,2014,Box Score,Detroit Pistons,108,Memphis Grizzlies,111,0
55460,2014,Box Score,Oklahoma City Thunder,81,Minnesota Timberwolves,100,0
55461,2014,Box Score,New Orleans Pelicans,90,Orlando Magic,110,0
55462,2014,Box Score,Utah Jazz,84,Phoenix Suns,87,0
55463,2014,Box Score,Los Angeles Clippers,110,Sacramento Kings,101,0
55464,2014,Box Score,Philadelphia 76ers,109,Washington Wizards,102,0
55465,2014,Box Score,Memphis Grizzlies,99,Dallas Mavericks,111,0
55466,2014,Box Score,Sacramento Kings,87,Golden State Warriors,98,0
55467,2014,Box Score,Cleveland Cavaliers,74,Indiana Pacers,89,0
55468,2014,Box Score,Toronto Raptors,97,Milwaukee Bucks,90,0
55469,2014,Box Score,Charlotte Bobcats,84,New Orleans Pelicans,105,0
55470,2014,Box Score,Chicago Bulls,104,Philadelphia 76ers,107,0
55471,2014,Box Score,San Antonio Spurs,105,Portland Trail Blazers,115,0
55472,2014,Box Score,Houston Rockets,104,Utah Jazz,93,0
55473,2014,Box Score,Boston Celtics,77,Detroit Pistons,87,0
55474,2014,Box Score,Atlanta Hawks,103,Los Angeles Lakers,105,0
55475,2014,Box Score,Washington Wizards,93,Miami Heat,103,0
55476,2014,Box Score,Minnesota Timberwolves,109,New York Knicks,100,0
55477,2014,Box Score,Phoenix Suns,96,Oklahoma City Thunder,103,0
55478,2014,Box Score,Brooklyn Nets,86,Orlando Magic,107,0
55479,2014,Box Score,Minnesota Timberwolves,92,Cleveland Cavaliers,93,0
55480,2014,Box Score,Houston Rockets,118,Los Angeles Clippers,137,0
55481,2014,Box Score,Boston Celtics,88,Memphis Grizzlies,95,0
55482,2014,Box Score,Golden State Warriors,110,Philadelphia 76ers,90,0
55483,2014,Box Score,Utah Jazz,88,Brooklyn Nets,104,0
55484,2014,Box Score,Los Angeles Lakers,104,Dallas Mavericks,123,0
55485,2014,Box Score,San Antonio Spurs,102,Denver Nuggets,94,0
55486,2014,Box Score,Indiana Pacers,99,Detroit Pistons,91,0
55487,2014,Box Score,Phoenix Suns,104,New Orleans Pelicans,98,0
55488,2014,Box Score,Charlotte Bobcats,102,New York Knicks,97,0
55489,2014,Box Score,Houston Rockets,116,Portland Trail Blazers,101,0
55490,2014,Box Score,Atlanta Hawks,105,Sacramento Kings,100,0
55491,2014,Box Score,Miami Heat,104,Toronto Raptors,95,0
55492,2014,Box Score,Utah Jazz,87,Boston Celtics,97,0
55493,2014,Box Score,Toronto Raptors,90,Charlotte Bobcats,92,0
55494,2014,Box Score,Chicago Bulls,80,Indiana Pacers,97,0
55495,2014,Box Score,New Orleans Pelicans,99,Memphis Grizzlies,84,0
55496,2014,Box Score,Cleveland Cavaliers,104,Milwaukee Bucks,109,0
55497,2014,Box Score,Golden State Warriors,106,Minnesota Timberwolves,93,0
55498,2014,Box Score,Dallas Mavericks,93,Oklahoma City Thunder,107,0
55499,2014,Box Score,Los Angeles Clippers,90,Orlando Magic,98,0
55500,2014,Box Score,Washington Wizards,116,Philadelphia 76ers,102,0
55501,2014,Box Score,Phoenix Suns,96,San Antonio Spurs,99,0
55502,2014,Box Score,Atlanta Hawks,107,Denver Nuggets,109,0
55503,2014,Box Score,Los Angeles Lakers,99,Houston Rockets,98,0
55504,2014,Box Score,Los Angeles Clippers,97,Miami Heat,102,0
55505,2014,Box Score,New York Knicks,101,Charlotte Bobcats,91,0
55506,2014,Box Score,Utah Jazz,73,Chicago Bulls,97,0
55507,2014,Box Score,Oklahoma City Thunder,119,Detroit Pistons,110,0
55508,2014,Box Score,Toronto Raptors,84,Indiana Pacers,91,0
55509,2014,Box Score,Dallas Mavericks,108,Minnesota Timberwolves,116,0
55510,2014,Box Score,Los Angeles Lakers,85,New Orleans Pelicans,96,0
55511,2014,Box Score,Boston Celtics,91,Orlando Magic,89,0
55512,2014,Box Score,Cleveland Cavaliers,79,Philadelphia 76ers,94,0
55513,2014,Box Score,Denver Nuggets,103,Phoenix Suns,114,0
55514,2014,Box Score,Sacramento Kings,91,Portland Trail Blazers,104,0
55515,2014,Box Score,Golden State Warriors,74,San Antonio Spurs,76,0
55516,2014,Box Score,Brooklyn Nets,108,Washington Wizards,112,0
55517,2014,Box Score,Orlando Magic,94,Atlanta Hawks,104,0
55518,2014,Box Score,Indiana Pacers,96,Brooklyn Nets,91,0
55519,2014,Box Score,Philadelphia 76ers,125,Cleveland Cavaliers,127,0
55520,2014,Box Score,Los Angeles Clippers,107,Houston Rockets,94,0
55521,2014,Box Score,Golden State Warriors,90,Memphis Grizzlies,108,0
55522,2014,Box Score,Boston Celtics,111,Miami Heat,110,0
55523,2014,Box Score,Dallas Mavericks,91,Milwaukee Bucks,83,0
55524,2014,Box Score,Portland Trail Blazers,96,Sacramento Kings,85,0
55525,2014,Box Score,Utah Jazz,91,Toronto Raptors,115,0
55526,2014,Box Score,Minnesota Timberwolves,113,Los Angeles Lakers,90,0
55527,2014,Box Score,San Antonio Spurs,120,New York Knicks,89,0
55528,2014,Box Score,Washington Wizards,105,Oklahoma City Thunder,106,0
55529,2014,Box Score,New Orleans Pelicans,94,Phoenix Suns,101,0
55530,2014,Box Score,Orlando Magic,105,Boston Celtics,120,0
55531,2014,Box Score,Atlanta Hawks,103,Charlotte Bobcats,94,0
55532,2014,Box Score,Cleveland Cavaliers,81,Chicago Bulls,96,0
55533,2014,Box Score,Toronto Raptors,104,Houston Rockets,110,0
55534,2014,Box Score,Memphis Grizzlies,79,Indiana Pacers,95,0
55535,2014,Box Score,Minnesota Timberwolves,107,Los Angeles Clippers,109,0
55536,2014,Box Score,San Antonio Spurs,109,Philadelphia 76ers,85,0
55537,2014,Box Score,Detroit Pistons,103,Portland Trail Blazers,109,0
55538,2014,Box Score,Denver Nuggets,100,Utah Jazz,81,0
55539,2014,Box Score,Washington Wizards,95,Dallas Mavericks,105,0
55540,2014,Box Score,Detroit Pistons,95,Golden State Warriors,113,0
55541,2014,Box Score,New Orleans Pelicans,95,Los Angeles Lakers,116,0
55542,2014,Box Score,Milwaukee Bucks,95,Miami Heat,118,0
55543,2014,Box Score,New York Knicks,95,Atlanta Hawks,91,0
55544,2014,Box Score,Charlotte Bobcats,89,Boston Celtics,83,0
55545,2014,Box Score,Los Angeles Lakers,99,Denver Nuggets,111,0
55546,2014,Box Score,Oklahoma City Thunder,103,Los Angeles Clippers,111,0
55547,2014,Box Score,Toronto Raptors,103,Memphis Grizzlies,87,0
55548,2014,Box Score,Cleveland Cavaliers,95,Minnesota Timberwolves,124,0
55549,2014,Box Score,Milwaukee Bucks,91,Orlando Magic,94,0
55550,2014,Box Score,Houston Rockets,117,Philadelphia 76ers,123,0
55551,2014,Box Score,Phoenix Suns,89,Portland Trail Blazers,90,0
55552,2014,Box Score,Brooklyn Nets,86,Sacramento Kings,107,0
55553,2014,Box Score,Washington Wizards,79,San Antonio Spurs,92,0
55554,2014,Box Score,New Orleans Pelicans,105,Utah Jazz,111,0
55555,2014,Box Score,Oklahoma City Thunder,115,Golden State Warriors,116,0
55556,2014,Box Score,Houston Rockets,109,New York Knicks,106,0
55557,2014,Box Score,Philadelphia 76ers,103,Atlanta Hawks,113,0
55558,2014,Box Score,Portland Trail Blazers,109,Boston Celtics,96,0
55559,2014,Box Score,Charlotte Bobcats,86,Cleveland Cavaliers,80,0
55560,2014,Box Score,Minnesota Timberwolves,113,Denver Nuggets,117,0
55561,2014,Box Score,Milwaukee Bucks,77,Indiana Pacers,104,0
55562,2014,Box Score,Memphis Grizzlies,89,Los Angeles Lakers,86,0
55563,2014,Box Score,Dallas Mavericks,104,Miami Heat,110,0
55564,2014,Box Score,Brooklyn Nets,100,Phoenix Suns,98,0
55565,2014,Box Score,Detroit Pistons,97,Sacramento Kings,90,0
55566,2014,Box Score,Chicago Bulls,96,Toronto Raptors,80,0
55567,2014,Box Score,San Antonio Spurs,91,Utah Jazz,82,0
55568,2014,Box Score,Miami Heat,97,Charlotte Bobcats,81,0
55569,2014,Box Score,Indiana Pacers,94,Chicago Bulls,110,0
55570,2014,Box Score,Utah Jazz,88,Golden State Warriors,102,0
55571,2014,Box Score,Denver Nuggets,111,Houston Rockets,122,0
55572,2014,Box Score,Brooklyn Nets,103,Los Angeles Clippers,110,0
55573,2014,Box Score,Oklahoma City Thunder,92,Milwaukee Bucks,79,0
55574,2014,Box Score,Boston Celtics,88,Minnesota Timberwolves,106,0
55575,2014,Box Score,Philadelphia 76ers,98,New Orleans Pelicans,135,0
55576,2014,Box Score,Atlanta Hawks,110,New York Knicks,90,0
55577,2014,Box Score,Dallas Mavericks,108,Orlando Magic,100,0
55578,2014,Box Score,Cleveland Cavaliers,103,Washington Wizards,96,0
55579,2014,Box Score,Detroit Pistons,99,Los Angeles Lakers,114,0
55580,2014,Box Score,Memphis Grizzlies,97,Sacramento Kings,86,0
55581,2014,Box Score,Portland Trail Blazers,118,Toronto Raptors,110,0
55582,2014,Box Score,Portland Trail Blazers,108,Brooklyn Nets,98,0
55583,2014,Box Score,Charlotte Bobcats,81,Chicago Bulls,86,0
55584,2014,Box Score,Philadelphia 76ers,94,Dallas Mavericks,97,0
55585,2014,Box Score,Memphis Grizzlies,106,Los Angeles Clippers,102,0
55586,2014,Box Score,Denver Nuggets,113,Oklahoma City Thunder,115,0
55587,2014,Box Score,Golden State Warriors,98,Utah Jazz,87,0
55588,2014,Box Score,New York Knicks,86,Detroit Pistons,92,0
55589,2014,Box Score,Boston Celtics,85,Houston Rockets,109,0
55590,2014,Box Score,Atlanta Hawks,88,Miami Heat,104,0
55591,2014,Box Score,Phoenix Suns,104,Sacramento Kings,107,0
55592,2014,Box Score,Minnesota Timberwolves,100,Washington Wizards,104,0
55593,2014,Box Score,Detroit Pistons,85,Atlanta Hawks,93,0
55594,2014,Box Score,Brooklyn Nets,91,Charlotte Bobcats,95,0
55595,2014,Box Score,Washington Wizards,98,Cleveland Cavaliers,91,0
55596,2014,Box Score,Houston Rockets,120,Dallas Mavericks,123,0
55597,2014,Box Score,Memphis Grizzlies,88,Golden State Warriors,81,0
55598,2014,Box Score,Portland Trail Blazers,91,Milwaukee Bucks,82,0
55599,2014,Box Score,Los Angeles Clippers,102,Minnesota Timberwolves,98,0
55600,2014,Box Score,Utah Jazz,98,New Orleans Pelicans,105,0
55601,2014,Box Score,Indiana Pacers,103,New York Knicks,96,0
55602,2014,Box Score,Miami Heat,120,Orlando Magic,92,0
55603,2014,Box Score,Toronto Raptors,108,Philadelphia 76ers,98,0
55604,2014,Box Score,Sacramento Kings,113,Phoenix Suns,106,0
55605,2014,Box Score,Boston Celtics,93,San Antonio Spurs,104,0
55606,2014,Box Score,Chicago Bulls,87,Denver Nuggets,97,0
55607,2014,Box Score,Los Angeles Clippers,91,Oklahoma City Thunder,105,0
55608,2014,Box Score,Indiana Pacers,97,Boston Celtics,82,0
55609,2014,Box Score,Phoenix Suns,98,Charlotte Bobcats,91,0
55610,2014,Box Score,Utah Jazz,93,Dallas Mavericks,103,0
55611,2014,Box Score,Atlanta Hawks,96,Detroit Pistons,89,0
55612,2014,Box Score,Golden State Warriors,95,Los Angeles Lakers,102,0
55613,2014,Box Score,San Antonio Spurs,102,Memphis Grizzlies,86,0
55614,2014,Box Score,Brooklyn Nets,81,Minnesota Timberwolves,111,0
55615,2014,Box Score,Cleveland Cavaliers,100,New Orleans Pelicans,104,0
55616,2014,Box Score,Milwaukee Bucks,107,Philadelphia 76ers,115,0
55617,2014,Box Score,Chicago Bulls,95,Portland Trail Blazers,98,0
55618,2014,Box Score,Washington Wizards,88,Toronto Raptors,96,0
55619,2014,Box Score,Boston Celtics,94,Atlanta Hawks,87,0
55620,2014,Box Score,Dallas Mavericks,100,Denver Nuggets,102,0
55621,2014,Box Score,Portland Trail Blazers,113,Golden State Warriors,101,0
55622,2014,Box Score,Minnesota Timberwolves,101,Houston Rockets,112,0
55623,2014,Box Score,Philadelphia 76ers,98,Indiana Pacers,106,0
55624,2014,Box Score,Sacramento Kings,102,Los Angeles Clippers,103,0
55625,2014,Box Score,Orlando Magic,99,Miami Heat,101,0
55626,2014,Box Score,Charlotte Bobcats,96,Milwaukee Bucks,72,0
55627,2014,Box Score,Cleveland Cavaliers,96,San Antonio Spurs,126,0
55628,2014,Box Score,New York Knicks,89,Washington Wizards,98,0
55629,2014,Box Score,Detroit Pistons,109,Brooklyn Nets,97,0
55630,2014,Box Score,Chicago Bulls,82,Los Angeles Clippers,121,0
55631,2014,Box Score,Sacramento Kings,86,Los Angeles Lakers,100,0
55632,2014,Box Score,Utah Jazz,73,Oklahoma City Thunder,95,0
55633,2014,Box Score,Phoenix Suns,104,Orlando Magic,96,0
55634,2014,Box Score,Boston Celtics,96,Charlotte Bobcats,86,0
55635,2014,Box Score,Denver Nuggets,110,Dallas Mavericks,96,0
55636,2014,Box Score,Milwaukee Bucks,94,Detroit Pistons,113,0
55637,2014,Box Score,Minnesota Timberwolves,84,Indiana Pacers,98,0
55638,2014,Box Score,Houston Rockets,93,Memphis Grizzlies,86,0
55639,2014,Box Score,Phoenix Suns,92,Miami Heat,107,0
55640,2014,Box Score,New York Knicks,91,Portland Trail Blazers,102,0
55641,2014,Box Score,New Orleans Pelicans,93,San Antonio Spurs,112,0
55642,2014,Box Score,Chicago Bulls,83,Utah Jazz,89,0
55643,2014,Box Score,Orlando Magic,109,Atlanta Hawks,92,0
55644,2014,Box Score,Golden State Warriors,102,New Orleans Pelicans,101,0
55645,2014,Box Score,Brooklyn Nets,102,Toronto Raptors,100,0
55646,2014,Box Score,Los Angeles Lakers,111,Washington Wizards,116,0
55647,2014,Box Score,Memphis Grizzlies,100,Boston Celtics,93,0
55648,2014,Box Score,Los Angeles Lakers,99,Brooklyn Nets,94,0
55649,2014,Box Score,Indiana Pacers,99,Charlotte Bobcats,74,0
55650,2014,Box Score,Miami Heat,95,Cleveland Cavaliers,84,0
55651,2014,Box Score,Golden State Warriors,99,Dallas Mavericks,103,0
55652,2014,Box Score,Chicago Bulls,99,Detroit Pistons,79,0
55653,2014,Box Score,Atlanta Hawks,84,Houston Rockets,113,0
55654,2014,Box Score,New York Knicks,80,Los Angeles Clippers,93,0
55655,2014,Box Score,Washington Wizards,100,Milwaukee Bucks,92,0
55656,2014,Box Score,Denver Nuggets,117,Minnesota Timberwolves,110,0
55657,2014,Box Score,San Antonio Spurs,88,Oklahoma City Thunder,94,0
55658,2014,Box Score,Philadelphia 76ers,94,Orlando Magic,105,0
55659,2014,Box Score,Portland Trail Blazers,106,Phoenix Suns,120,0
55660,2014,Box Score,Dallas Mavericks,87,Atlanta Hawks,88,0
55661,2014,Box Score,Cleveland Cavaliers,86,Boston Celtics,103,0
55662,2014,Box Score,Milwaukee Bucks,76,Charlotte Bobcats,92,0
55663,2014,Box Score,New York Knicks,95,Denver Nuggets,97,0
55664,2014,Box Score,Los Angeles Lakers,106,Detroit Pistons,102,0
55665,2014,Box Score,Brooklyn Nets,95,Houston Rockets,114,0
55666,2014,Box Score,Washington Wizards,73,Indiana Pacers,93,0
55667,2014,Box Score,Golden State Warriors,112,Oklahoma City Thunder,113,0
55668,2014,Box Score,San Antonio Spurs,109,Orlando Magic,91,0
55669,2014,Box Score,New Orleans Pelicans,121,Philadelphia 76ers,105,0
55670,2014,Box Score,Los Angeles Clippers,104,Sacramento Kings,98,0
55671,2014,Box Score,Miami Heat,90,Toronto Raptors,83,0
55672,2014,Box Score,Phoenix Suns,112,Utah Jazz,101,0
